,startA,startB,Distancia,Tiempo (min)
5554,Industriales Metro,Salazar y Herrera,3.84,20.8
5555,Industriales Metro,Unicentro,2.0,14.6666666667
5556,Industriales Metro,Calle 19A Villa Carlota,1.04,11.4666666667
5557,Industriales Metro,Politécnico,1.68,13.6
5558,Industriales Metro,Telemedellín,1.12,11.7333333333
5559,Industriales Metro,MAMM,0.64,10.1333333333
5560,Industriales Metro,Río Aburrá,0.0,8.0
5561,Industriales Metro,Villa Carlota,0.72,10.4
5562,Industriales Metro,Ciudad del Río,1.04,11.4666666667
5563,Industriales Metro,Industriales Metroplús,0.48,9.6
5564,Industriales Metro,Nutibara,1.6,13.3333333333
5565,Industriales Metro,Juan Pablo II,2.64,16.8
5566,Industriales Metro,Picacha la 76,2.64,16.8
5567,Industriales Metro,Parques del río,2.4,16.0
5568,Industriales Metro,La 33,1.76,13.8666666667
5569,Industriales Metro,Rosales,1.92,14.4
5570,Industriales Metro,Maria Luisa Calle,3.68,20.2666666667
5571,Industriales Metro,Unidad Deportiva de Belén,1.68,13.6
5573,Industriales Metro,Cafetero,1.76,13.8666666667
5574,Industriales Metro,Metro Envigado Sur,1.04,11.4666666667
5575,Industriales Metro,Metro Envigado Norte,0.88,10.9333333333
5576,Industriales Metro,Auxiliar Metro Envigado,0.96,11.2
5577,Industriales Metro,La Ultima Estación,0.96,11.2
5578,Industriales Metro,Pista de Patinaje,1.12,11.7333333333
5579,Industriales Metro,Villas de Vallejuelos,1.28,12.2666666667
5580,Industriales Metro,Iglesia Alcalá,1.12,11.7333333333
5581,Industriales Metro,Los Urapanes,0.96,11.2
5582,Industriales Metro,Parque Débora Arango,1.04,11.4666666667
5583,Industriales Metro,Porton de Alcalá,1.36,12.5333333333
5584,Industriales Metro,El MUA,1.2,12.0
5585,Industriales Metro,Viva Envigado,0.4,9.33333333333
5586,Industriales Metro,Guanteros,1.28,12.2666666667
5587,Industriales Metro,Envigado Centro,1.28,12.2666666667
5588,Industriales Metro,Puente fundadores,0.88,10.9333333333
5589,Industriales Metro,Sabaneta Metro,3.28,18.9333333333
5590,Industriales Metro,Las Vegas 69 Sur,3.36,19.2
5591,Industriales Metro,Santa Ana,3.36,19.2
5592,Industriales Metro,Calle Nueva,4.16,21.8666666667
5593,Industriales Metro,La Barquereña,3.68,20.2666666667
5594,Industriales Metro,Entre amigos,3.76,20.5333333333
5595,Industriales Metro,Sabaneta Centro,3.84,20.8
5596,Industriales Metro,Aves María,4.0,21.3333333333
5597,Industriales Metro,Biblioteca Sabaneta,4.0,21.3333333333
5598,Industriales Metro,Parque 4 Elementos,3.52,19.7333333333
5599,Industriales Metro,Puente de la 77 Sur,4.0,21.3333333333
5602,Industriales Metro,Bahía Ciclovia,2.4,16.0
5603,Industriales Metro,Ideas,2.08,14.9333333333
5604,Industriales Metro,Parque Itaguí,2.16,15.2
5605,Industriales Metro,Metróplus Cami,2.32,15.7333333333
5606,Industriales Metro,Doña María,2.64,16.8
5607,Industriales Metro,Los Naranjos,2.16,15.2
5608,Industriales Metro,Villa Paula,2.48,16.2666666667
5609,Industriales Metro,Parque el Artista,3.2,18.6666666667
5610,Industriales Metro,Puente pan de Queso I,3.12,18.4
5611,Industriales Metro,Puente pan de Queso II,3.12,18.4
5612,Industriales Metro,Metro Bello,1.6,13.3333333333
5613,Industriales Metro,Parque Bello,2.0,14.6666666667
5616,MAMM,Moravia,5.36,25.8666666667
5617,MAMM,Universidad,4.64,23.4666666667
5618,MAMM,Ruta N,4.16,21.8666666667
5619,MAMM,Robledo,5.84,27.4666666667
5620,MAMM,Campus Nacional,4.48,22.9333333333
5621,MAMM,Dian Alpujarra,2.16,15.2
5622,MAMM,Distrito Creativo,1.36,12.5333333333
5623,MAMM,Plaza de La Libertad,2.24,15.4666666667
5624,MAMM,Parque de Las Luces II,2.32,15.7333333333
5625,MAMM,Pies Descalzos I,2.56,16.5333333333
5626,MAMM,Area Metropolitana,2.16,15.2
5627,MAMM,Plaza Mayor,2.32,15.7333333333
5628,MAMM,Parque de Las Luces I,2.32,15.7333333333
5629,MAMM,Pies Descalzos II,2.56,16.5333333333
5630,MAMM,Málaga,2.32,15.7333333333
5631,MAMM,Palacé,1.44,12.8
5632,MAMM,Museo de Antioquia,2.96,17.8666666667
5633,MAMM,San Antonio,2.4,16.0
5634,MAMM,Parque Berrio,2.72,17.0666666667
5635,MAMM,Palacio de la Cultura,2.8,17.3333333333
5636,MAMM,SIU-UdeA,3.68,20.2666666667
5637,MAMM,Primer Parque de Laureles,5.04,24.8
5638,MAMM,Otra Banda,3.76,20.5333333333
5640,MAMM,Florida Nueva,4.16,21.8666666667
5642,MAMM,María Mulata,4.16,21.8666666667
5644,MAMM,Batallón,4.8,24.0
5645,MAMM,Calle 51 Los Colores,4.96,24.5333333333
5648,MAMM,Orquídeas,4.72,23.7333333333
5649,MAMM,Santa Teresita,3.44,19.4666666667
5650,MAMM,La 65,3.36,19.2
5651,MAMM,San Pedro y San Pablo,4.64,23.4666666667
5652,MAMM,Parque de Los Mangos,3.12,18.4
5653,MAMM,Pedro Nel Gómez,3.84,20.8
5654,MAMM,Estadio,4.0,21.3333333333
5655,MAMM,Suramericana,3.6,20.0
5656,MAMM,Colombia,3.84,20.8
5657,MAMM,San Juan,3.76,20.5333333333
5660,MAMM,Floresta,4.8,24.0
5661,MAMM,Parque de los Enamorados,3.92,21.0666666667
5662,MAMM,Salazar y Herrera,4.48,22.9333333333
5663,MAMM,Unicentro,2.64,16.8
5664,MAMM,Calle 19A Villa Carlota,0.4,9.33333333333
5665,MAMM,Politécnico,1.04,11.4666666667
5666,MAMM,Telemedellín,0.48,9.6
5667,MAMM,Industriales Metro,0.64,10.1333333333
5668,MAMM,Río Aburrá,0.64,10.1333333333
5669,MAMM,Villa Carlota,0.08,8.26666666667
5670,MAMM,Ciudad del Río,0.4,9.33333333333
5671,MAMM,Industriales Metroplús,1.12,11.7333333333
5672,MAMM,Nutibara,2.24,15.4666666667
5673,MAMM,Juan Pablo II,2.0,14.6666666667
5674,MAMM,Picacha la 76,3.28,18.9333333333
5675,MAMM,Parques del río,3.04,18.1333333333
5676,MAMM,La 33,2.4,16.0
5677,MAMM,Rosales,2.56,16.5333333333
5678,MAMM,Maria Luisa Calle,3.04,18.1333333333
5679,MAMM,Unidad Deportiva de Belén,2.32,15.7333333333
5681,MAMM,Cafetero,2.4,16.0
5682,MAMM,Metro Envigado Sur,1.68,13.6
5683,MAMM,Metro Envigado Norte,1.52,13.0666666667
5684,MAMM,Auxiliar Metro Envigado,1.6,13.3333333333
5685,MAMM,La Ultima Estación,1.6,13.3333333333
5686,MAMM,Pista de Patinaje,1.76,13.8666666667
5687,MAMM,Villas de Vallejuelos,1.92,14.4
5688,MAMM,Iglesia Alcalá,1.76,13.8666666667
5689,MAMM,Los Urapanes,1.6,13.3333333333
5690,MAMM,Parque Débora Arango,1.68,13.6
5691,MAMM,Porton de Alcalá,2.0,14.6666666667
5692,MAMM,El MUA,1.84,14.1333333333
5693,MAMM,Viva Envigado,1.04,11.4666666667
5694,MAMM,Guanteros,1.92,14.4
5695,MAMM,Envigado Centro,1.92,14.4
5696,MAMM,Puente fundadores,1.52,13.0666666667
5697,MAMM,Sabaneta Metro,3.92,21.0666666667
5698,MAMM,Las Vegas 69 Sur,4.0,21.3333333333
5699,MAMM,Santa Ana,4.0,21.3333333333
5700,MAMM,Calle Nueva,4.8,24.0
5701,MAMM,La Barquereña,4.32,22.4
5702,MAMM,Entre amigos,4.4,22.6666666667
5703,MAMM,Sabaneta Centro,4.48,22.9333333333
5704,MAMM,Aves María,4.64,23.4666666667
5705,MAMM,Biblioteca Sabaneta,4.64,23.4666666667
5706,MAMM,Parque 4 Elementos,4.16,21.8666666667
5707,MAMM,Puente de la 77 Sur,4.64,23.4666666667
5710,MAMM,Bahía Ciclovia,3.04,18.1333333333
5711,MAMM,Ideas,2.72,17.0666666667
5712,MAMM,Parque Itaguí,2.8,17.3333333333
5713,MAMM,Metróplus Cami,2.96,17.8666666667
5714,MAMM,Doña María,3.28,18.9333333333
5715,MAMM,Los Naranjos,2.8,17.3333333333
5716,MAMM,Villa Paula,3.12,18.4
5717,MAMM,Parque el Artista,3.84,20.8
5718,MAMM,Puente pan de Queso I,3.76,20.5333333333
5719,MAMM,Puente pan de Queso II,3.76,20.5333333333
5720,MAMM,Metro Bello,2.24,15.4666666667
5721,MAMM,Parque Bello,2.64,16.8
5724,Río Aburrá,Moravia,4.72,23.7333333333
5725,Río Aburrá,Universidad,4.0,21.3333333333
5726,Río Aburrá,Ruta N,3.52,19.7333333333
5727,Río Aburrá,Robledo,5.2,25.3333333333
5728,Río Aburrá,Campus Nacional,3.84,20.8
5729,Río Aburrá,Dian Alpujarra,1.52,13.0666666667
5730,Río Aburrá,Distrito Creativo,0.72,10.4
5731,Río Aburrá,Plaza de La Libertad,1.6,13.3333333333
5732,Río Aburrá,Parque de Las Luces II,1.68,13.6
5733,Río Aburrá,Pies Descalzos I,1.92,14.4
5734,Río Aburrá,Area Metropolitana,1.52,13.0666666667
5735,Río Aburrá,Plaza Mayor,1.68,13.6
5736,Río Aburrá,Parque de Las Luces I,1.68,13.6
5737,Río Aburrá,Pies Descalzos II,1.92,14.4
5738,Río Aburrá,Málaga,1.68,13.6
5739,Río Aburrá,Palacé,0.8,10.6666666667
5740,Río Aburrá,Museo de Antioquia,2.32,15.7333333333
5741,Río Aburrá,San Antonio,1.76,13.8666666667
5742,Río Aburrá,Parque Berrio,2.08,14.9333333333
5743,Río Aburrá,Palacio de la Cultura,2.16,15.2
5744,Río Aburrá,SIU-UdeA,3.04,18.1333333333
5745,Río Aburrá,Primer Parque de Laureles,4.4,22.6666666667
5746,Río Aburrá,Otra Banda,3.12,18.4
5748,Río Aburrá,Florida Nueva,3.52,19.7333333333
5750,Río Aburrá,María Mulata,3.52,19.7333333333
5752,Río Aburrá,Batallón,4.16,21.8666666667
5753,Río Aburrá,Calle 51 Los Colores,4.32,22.4
5756,Río Aburrá,Orquídeas,4.08,21.6
5757,Río Aburrá,Santa Teresita,2.8,17.3333333333
5758,Río Aburrá,La 65,2.72,17.0666666667
5759,Río Aburrá,San Pedro y San Pablo,4.0,21.3333333333
5760,Río Aburrá,Parque de Los Mangos,2.48,16.2666666667
5761,Río Aburrá,Pedro Nel Gómez,3.2,18.6666666667
5762,Río Aburrá,Estadio,3.36,19.2
5763,Río Aburrá,Suramericana,2.96,17.8666666667
5764,Río Aburrá,Colombia,3.2,18.6666666667
5765,Río Aburrá,San Juan,3.12,18.4
5768,Río Aburrá,Floresta,4.16,21.8666666667
5769,Río Aburrá,Parque de los Enamorados,3.28,18.9333333333
5770,Río Aburrá,Salazar y Herrera,3.84,20.8
5771,Río Aburrá,Unicentro,2.0,14.6666666667
5772,Río Aburrá,Calle 19A Villa Carlota,1.04,11.4666666667
5773,Río Aburrá,Politécnico,1.68,13.6
5774,Río Aburrá,Telemedellín,1.12,11.7333333333
5775,Río Aburrá,Industriales Metro,0.0,8.0
5776,Río Aburrá,MAMM,0.64,10.1333333333
5777,Río Aburrá,Villa Carlota,0.72,10.4
5778,Río Aburrá,Ciudad del Río,1.04,11.4666666667
5779,Río Aburrá,Industriales Metroplús,0.48,9.6
5780,Río Aburrá,Nutibara,1.6,13.3333333333
5781,Río Aburrá,Juan Pablo II,2.64,16.8
5782,Río Aburrá,Picacha la 76,2.64,16.8
5783,Río Aburrá,Parques del río,2.4,16.0
5784,Río Aburrá,La 33,1.76,13.8666666667
5785,Río Aburrá,Rosales,1.92,14.4
5786,Río Aburrá,Maria Luisa Calle,3.68,20.2666666667
5787,Río Aburrá,Unidad Deportiva de Belén,1.68,13.6
5789,Río Aburrá,Cafetero,1.76,13.8666666667
5790,Río Aburrá,Metro Envigado Sur,1.04,11.4666666667
5791,Río Aburrá,Metro Envigado Norte,0.88,10.9333333333
5792,Río Aburrá,Auxiliar Metro Envigado,0.96,11.2
5793,Río Aburrá,La Ultima Estación,0.96,11.2
5794,Río Aburrá,Pista de Patinaje,1.12,11.7333333333
5795,Río Aburrá,Villas de Vallejuelos,1.28,12.2666666667
5796,Río Aburrá,Iglesia Alcalá,1.12,11.7333333333
5797,Río Aburrá,Los Urapanes,0.96,11.2
5798,Río Aburrá,Parque Débora Arango,1.04,11.4666666667
5799,Río Aburrá,Porton de Alcalá,1.36,12.5333333333
5800,Río Aburrá,El MUA,1.2,12.0
5801,Río Aburrá,Viva Envigado,0.4,9.33333333333
5802,Río Aburrá,Guanteros,1.28,12.2666666667
5803,Río Aburrá,Envigado Centro,1.28,12.2666666667
5804,Río Aburrá,Puente fundadores,0.88,10.9333333333
5805,Río Aburrá,Sabaneta Metro,3.28,18.9333333333
5806,Río Aburrá,Las Vegas 69 Sur,3.36,19.2
5807,Río Aburrá,Santa Ana,3.36,19.2
5808,Río Aburrá,Calle Nueva,4.16,21.8666666667
5809,Río Aburrá,La Barquereña,3.68,20.2666666667
5810,Río Aburrá,Entre amigos,3.76,20.5333333333
5811,Río Aburrá,Sabaneta Centro,3.84,20.8
5812,Río Aburrá,Aves María,4.0,21.3333333333
5813,Río Aburrá,Biblioteca Sabaneta,4.0,21.3333333333
5814,Río Aburrá,Parque 4 Elementos,3.52,19.7333333333
5815,Río Aburrá,Puente de la 77 Sur,4.0,21.3333333333
5818,Río Aburrá,Bahía Ciclovia,2.4,16.0
5819,Río Aburrá,Ideas,2.08,14.9333333333
5820,Río Aburrá,Parque Itaguí,2.16,15.2
5821,Río Aburrá,Metróplus Cami,2.32,15.7333333333
5822,Río Aburrá,Doña María,2.64,16.8
5823,Río Aburrá,Los Naranjos,2.16,15.2
5824,Río Aburrá,Villa Paula,2.48,16.2666666667
5825,Río Aburrá,Parque el Artista,3.2,18.6666666667
5826,Río Aburrá,Puente pan de Queso I,3.12,18.4
5827,Río Aburrá,Puente pan de Queso II,3.12,18.4
5828,Río Aburrá,Metro Bello,1.6,13.3333333333
5829,Río Aburrá,Parque Bello,2.0,14.6666666667
5832,Villa Carlota,Moravia,5.44,26.1333333333
5833,Villa Carlota,Universidad,4.72,23.7333333333
5834,Villa Carlota,Ruta N,4.24,22.1333333333
5835,Villa Carlota,Robledo,5.92,27.7333333333
5836,Villa Carlota,Campus Nacional,4.56,23.2
5837,Villa Carlota,Dian Alpujarra,2.24,15.4666666667
5838,Villa Carlota,Distrito Creativo,1.44,12.8
5839,Villa Carlota,Plaza de La Libertad,2.32,15.7333333333
5840,Villa Carlota,Parque de Las Luces II,2.4,16.0
5841,Villa Carlota,Pies Descalzos I,2.64,16.8
5842,Villa Carlota,Area Metropolitana,2.24,15.4666666667
5843,Villa Carlota,Plaza Mayor,2.4,16.0
5844,Villa Carlota,Parque de Las Luces I,2.4,16.0
5845,Villa Carlota,Pies Descalzos II,2.64,16.8
5846,Villa Carlota,Málaga,2.4,16.0
5847,Villa Carlota,Palacé,1.52,13.0666666667
5848,Villa Carlota,Museo de Antioquia,3.04,18.1333333333
5849,Villa Carlota,San Antonio,2.48,16.2666666667
5850,Villa Carlota,Parque Berrio,2.8,17.3333333333
5851,Villa Carlota,Palacio de la Cultura,2.88,17.6
5852,Villa Carlota,SIU-UdeA,3.76,20.5333333333
5853,Villa Carlota,Primer Parque de Laureles,5.12,25.0666666667
5854,Villa Carlota,Otra Banda,3.84,20.8
5856,Villa Carlota,Florida Nueva,4.24,22.1333333333
5858,Villa Carlota,María Mulata,4.24,22.1333333333
5860,Villa Carlota,Batallón,4.88,24.2666666667
5861,Villa Carlota,Calle 51 Los Colores,5.04,24.8
5864,Villa Carlota,Orquídeas,4.8,24.0
5865,Villa Carlota,Santa Teresita,3.52,19.7333333333
5866,Villa Carlota,La 65,3.44,19.4666666667
5867,Villa Carlota,San Pedro y San Pablo,4.72,23.7333333333
5868,Villa Carlota,Parque de Los Mangos,3.2,18.6666666667
5869,Villa Carlota,Pedro Nel Gómez,3.92,21.0666666667
5870,Villa Carlota,Estadio,4.08,21.6
5871,Villa Carlota,Suramericana,3.68,20.2666666667
5872,Villa Carlota,Colombia,3.92,21.0666666667
5873,Villa Carlota,San Juan,3.84,20.8
5876,Villa Carlota,Floresta,4.88,24.2666666667
5877,Villa Carlota,Parque de los Enamorados,4.0,21.3333333333
5878,Villa Carlota,Salazar y Herrera,4.56,23.2
5879,Villa Carlota,Unicentro,2.72,17.0666666667
5880,Villa Carlota,Calle 19A Villa Carlota,0.48,9.6
5881,Villa Carlota,Politécnico,0.96,11.2
5882,Villa Carlota,Telemedellín,0.4,9.33333333333
5883,Villa Carlota,Industriales Metro,0.72,10.4
5884,Villa Carlota,MAMM,0.08,8.26666666667
5885,Villa Carlota,Río Aburrá,0.72,10.4
5886,Villa Carlota,Ciudad del Río,0.48,9.6
5887,Villa Carlota,Industriales Metroplús,1.2,12.0
5888,Villa Carlota,Nutibara,2.32,15.7333333333
5889,Villa Carlota,Juan Pablo II,1.92,14.4
5890,Villa Carlota,Picacha la 76,3.36,19.2
5891,Villa Carlota,Parques del río,3.12,18.4
5892,Villa Carlota,La 33,2.48,16.2666666667
5893,Villa Carlota,Rosales,2.64,16.8
5894,Villa Carlota,Maria Luisa Calle,2.96,17.8666666667
5895,Villa Carlota,Unidad Deportiva de Belén,2.4,16.0
5897,Villa Carlota,Cafetero,2.48,16.2666666667
5898,Villa Carlota,Metro Envigado Sur,1.76,13.8666666667
5899,Villa Carlota,Metro Envigado Norte,1.6,13.3333333333
5900,Villa Carlota,Auxiliar Metro Envigado,1.68,13.6
5901,Villa Carlota,La Ultima Estación,1.68,13.6
5902,Villa Carlota,Pista de Patinaje,1.84,14.1333333333
5903,Villa Carlota,Villas de Vallejuelos,2.0,14.6666666667
5904,Villa Carlota,Iglesia Alcalá,1.84,14.1333333333
5905,Villa Carlota,Los Urapanes,1.68,13.6
5906,Villa Carlota,Parque Débora Arango,1.76,13.8666666667
5907,Villa Carlota,Porton de Alcalá,2.08,14.9333333333
5908,Villa Carlota,El MUA,1.92,14.4
5909,Villa Carlota,Viva Envigado,1.12,11.7333333333
5910,Villa Carlota,Guanteros,2.0,14.6666666667
5911,Villa Carlota,Envigado Centro,2.0,14.6666666667
5912,Villa Carlota,Puente fundadores,1.6,13.3333333333
5913,Villa Carlota,Sabaneta Metro,4.0,21.3333333333
5914,Villa Carlota,Las Vegas 69 Sur,4.08,21.6
5915,Villa Carlota,Santa Ana,4.08,21.6
5916,Villa Carlota,Calle Nueva,4.88,24.2666666667
5917,Villa Carlota,La Barquereña,4.4,22.6666666667
5918,Villa Carlota,Entre amigos,4.48,22.9333333333
5919,Villa Carlota,Sabaneta Centro,4.56,23.2
5920,Villa Carlota,Aves María,4.72,23.7333333333
5921,Villa Carlota,Biblioteca Sabaneta,4.72,23.7333333333
5922,Villa Carlota,Parque 4 Elementos,4.24,22.1333333333
5923,Villa Carlota,Puente de la 77 Sur,4.72,23.7333333333
5926,Villa Carlota,Bahía Ciclovia,3.12,18.4
5927,Villa Carlota,Ideas,2.8,17.3333333333
5928,Villa Carlota,Parque Itaguí,2.88,17.6
5929,Villa Carlota,Metróplus Cami,3.04,18.1333333333
5930,Villa Carlota,Doña María,3.36,19.2
5931,Villa Carlota,Los Naranjos,2.88,17.6
5932,Villa Carlota,Villa Paula,3.2,18.6666666667
5933,Villa Carlota,Parque el Artista,3.92,21.0666666667
5934,Villa Carlota,Puente pan de Queso I,3.84,20.8
5935,Villa Carlota,Puente pan de Queso II,3.84,20.8
5936,Villa Carlota,Metro Bello,2.32,15.7333333333
5937,Villa Carlota,Parque Bello,2.72,17.0666666667
5940,Ciudad del Río,Moravia,5.76,27.2
5941,Ciudad del Río,Universidad,5.04,24.8
5942,Ciudad del Río,Ruta N,4.56,23.2
5943,Ciudad del Río,Robledo,6.24,28.8
5944,Ciudad del Río,Campus Nacional,4.88,24.2666666667
5945,Ciudad del Río,Dian Alpujarra,2.56,16.5333333333
5946,Ciudad del Río,Distrito Creativo,1.44,12.8
5947,Ciudad del Río,Plaza de La Libertad,2.64,16.8
5948,Ciudad del Río,Parque de Las Luces II,2.72,17.0666666667
5949,Ciudad del Río,Pies Descalzos I,2.96,17.8666666667
5950,Ciudad del Río,Area Metropolitana,2.56,16.5333333333
5951,Ciudad del Río,Plaza Mayor,2.72,17.0666666667
5952,Ciudad del Río,Parque de Las Luces I,2.72,17.0666666667
5953,Ciudad del Río,Pies Descalzos II,2.96,17.8666666667
5954,Ciudad del Río,Málaga,2.72,17.0666666667
5955,Ciudad del Río,Palacé,1.84,14.1333333333
5956,Ciudad del Río,Museo de Antioquia,3.36,19.2
5957,Ciudad del Río,San Antonio,2.8,17.3333333333
5958,Ciudad del Río,Parque Berrio,3.12,18.4
5959,Ciudad del Río,Palacio de la Cultura,3.2,18.6666666667
5960,Ciudad del Río,SIU-UdeA,4.08,21.6
5961,Ciudad del Río,Primer Parque de Laureles,4.64,23.4666666667
5962,Ciudad del Río,Otra Banda,4.16,21.8666666667
5964,Ciudad del Río,Florida Nueva,4.56,23.2
5966,Ciudad del Río,María Mulata,4.56,23.2
5968,Ciudad del Río,Batallón,5.2,25.3333333333
5969,Ciudad del Río,Calle 51 Los Colores,5.36,25.8666666667
5972,Ciudad del Río,Orquídeas,5.12,25.0666666667
5973,Ciudad del Río,Santa Teresita,3.84,20.8
5974,Ciudad del Río,La 65,3.76,20.5333333333
5975,Ciudad del Río,San Pedro y San Pablo,5.04,24.8
5976,Ciudad del Río,Parque de Los Mangos,3.52,19.7333333333
5977,Ciudad del Río,Pedro Nel Gómez,4.24,22.1333333333
5978,Ciudad del Río,Estadio,4.4,22.6666666667
5979,Ciudad del Río,Suramericana,4.0,21.3333333333
5980,Ciudad del Río,Colombia,4.24,22.1333333333
5981,Ciudad del Río,San Juan,4.16,21.8666666667
5984,Ciudad del Río,Floresta,5.2,25.3333333333
5985,Ciudad del Río,Parque de los Enamorados,4.32,22.4
5986,Ciudad del Río,Salazar y Herrera,4.88,24.2666666667
5987,Ciudad del Río,Unicentro,3.04,18.1333333333
5988,Ciudad del Río,Calle 19A Villa Carlota,0.0,8.0
5989,Ciudad del Río,Politécnico,1.28,12.2666666667
5990,Ciudad del Río,Telemedellín,0.08,8.26666666667
5991,Ciudad del Río,Industriales Metro,1.04,11.4666666667
5992,Ciudad del Río,MAMM,0.4,9.33333333333
5993,Ciudad del Río,Río Aburrá,1.04,11.4666666667
5994,Ciudad del Río,Villa Carlota,0.48,9.6
5995,Ciudad del Río,Industriales Metroplús,1.52,13.0666666667
5996,Ciudad del Río,Nutibara,2.64,16.8
5997,Ciudad del Río,Juan Pablo II,2.4,16.0
5998,Ciudad del Río,Picacha la 76,3.68,20.2666666667
5999,Ciudad del Río,Parques del río,3.44,19.4666666667
6000,Ciudad del Río,La 33,2.8,17.3333333333
6001,Ciudad del Río,Rosales,2.96,17.8666666667
6002,Ciudad del Río,Maria Luisa Calle,3.44,19.4666666667
6003,Ciudad del Río,Unidad Deportiva de Belén,2.72,17.0666666667
6005,Ciudad del Río,Cafetero,2.8,17.3333333333
6006,Ciudad del Río,Metro Envigado Sur,2.08,14.9333333333
6007,Ciudad del Río,Metro Envigado Norte,1.92,14.4
6008,Ciudad del Río,Auxiliar Metro Envigado,2.0,14.6666666667
6009,Ciudad del Río,La Ultima Estación,2.0,14.6666666667
6010,Ciudad del Río,Pista de Patinaje,2.0,14.6666666667
6011,Ciudad del Río,Villas de Vallejuelos,1.84,14.1333333333
6012,Ciudad del Río,Iglesia Alcalá,1.84,14.1333333333
6013,Ciudad del Río,Los Urapanes,1.68,13.6
6014,Ciudad del Río,Parque Débora Arango,1.76,13.8666666667
6015,Ciudad del Río,Porton de Alcalá,1.6,13.3333333333
6016,Ciudad del Río,El MUA,1.6,13.3333333333
6017,Ciudad del Río,Viva Envigado,1.44,12.8
6018,Ciudad del Río,Guanteros,1.52,13.0666666667
6019,Ciudad del Río,Envigado Centro,1.52,13.0666666667
6020,Ciudad del Río,Puente fundadores,1.92,14.4
6021,Ciudad del Río,Sabaneta Metro,4.32,22.4
6022,Ciudad del Río,Las Vegas 69 Sur,4.4,22.6666666667
6023,Ciudad del Río,Santa Ana,4.08,21.6
6024,Ciudad del Río,Calle Nueva,4.88,24.2666666667
6025,Ciudad del Río,La Barquereña,3.92,21.0666666667
6026,Ciudad del Río,Entre amigos,4.48,22.9333333333
6027,Ciudad del Río,Sabaneta Centro,4.4,22.6666666667
6028,Ciudad del Río,Aves María,4.56,23.2
6029,Ciudad del Río,Biblioteca Sabaneta,4.72,23.7333333333
6030,Ciudad del Río,Parque 4 Elementos,3.76,20.5333333333
