,FAMILIA,Nombre común,Nombre científico,X,Y,NUMERO DE TALLOS,CAP_1,CAP_2,CAP_3,CAP_4,CAP_5,SUMATORIA CAP,ALTURA TOTAL,ALTURA DE COPA,DIAMETRO_MAYOR ,DIAMETRO_MENOR,ORIENTACIÒN DE COPA (Punto Cardinal)
0,MORACEAE,Falso laurel,Ficus benjamina ,6.269098,-75.5665385,1,522.5,,,,,522.5,24.0,7.5,42.6,38.5,Este -oeste
1,ANACARDIACEAE,Mango,Mangifera indica ,6.269022,-75.5665433,2,73.0,62.5,,,,135.5,6.8,2.6,12.3,9.2,Norte-sur
2,FABACEAE,Carbonero (2),Calliandra pittieri ,6.268984,-75.5665687,1,80.3,,,,,80.3,4.8,1.8,14.5,10.3,Norte-sur
3,MORACEAE,Falso laurel,Ficus benjamina ,6.268908,-75.5665579,1,481.5,,,,,481.5,25.0,10.0,45.8,36.4,Este -oeste
4,MORACEAE,Falso laurel,Ficus benjamina ,6.268811,-75.5665827,1,523.8,,,,,523.8,24.0,4.0,34.4,26.5,Este -oeste
5,FABACEAE,Cedro amarillo,Albizia guachapele ,6.26869,-75.5666094,1,58.8,,,,,58.8,8.0,4.0,10.2,5.1,Norte-sur
6,MYRTACEAE,Grosello,Eugenia uniflora,6.268696,-75.5666539,1,19.8,,,,,19.8,4.3,2.7,5.3,2.1,Norte-sur
7,MORACEAE,Falso laurel,Ficus benjamina ,6.268596,-75.5666376,1,495.5,,,,,495.5,25.0,8.0,35.2,28.9,Norte-sur
8,MORACEAE,Falso laurel,Ficus benjamina ,6.268416,-75.5666861,1,604.5,,,,,604.5,27.0,9.0,41.6,36.4,Norte-sur
9,FABACEAE,Cedro amarillo,Albizia guachapele ,6.268398,-75.5666941,1,71.0,,,,,71.0,9.0,3.7,13.25,8.5,Norte-sur
10,FABACEAE,Gualanday,Jacaranda mimosifolia ,6.26835,-75.5667029,2,85.5,83.0,,,,168.5,8.0,2.1,15.2,14.3,Norte-sur
11,FABACEAE,Gualanday,Jacaranda mimosifolia ,6.26833,-75.5667108,2,66.0,44.2,,,,110.2,8.5,3.0,10.25,6.3,Este -oeste
12,MORACEAE,Falso laurel,Ficus benjamina ,6.268319,-75.5666996,1,451.2,,,,,451.2,26.0,4.0,35.2,28.4,Norte-sur
13,FABACEAE,Cedro amarillo,Albizia guachapele ,6.268292,-75.5667177,1,35.9,,,,,35.9,6.0,3.4,6.5,5.2,Este -oeste
14,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus ,6.26822,-75.5667396,1,8.5,,,,,8.5,2.8,1.6,1.8,1.2,Este -oeste
15,MORACEAE,Falso laurel,Ficus benjamina ,6.26817,-75.5667468,1,512.2,,,,,512.2,26.0,9.0,32.25,28.6,Norte -sur
16,FABACEAE,Carbonero (2),Calliandra pittieri ,6.2681493,-75.566762,1,68.3,,,,,68.3,3.8,1.5,15.3,6.7,Este -oeste
17,MORACEAE,Falso caucho,Ficus elastica,6.26806,-75.5667874,3,162.2,136.8,98.5,,,397.5,9.5,2.8,25.36,20.9,Norte-sur
18,MORACEAE,Falso laurel,Ficus benjamina ,6.267983,-75.5668061,1,517.8,,,,,517.8,25.0,8.0,45.6,34.9,Norte-sur
19,MORACEAE,Falso caucho,Ficus elastica,6.267906,-75.5668238,1,294.5,,,,,294.5,9.0,2.5,18.5,15.6,Norte-sur
20,ANACARDIACEAE,Mango,Mangifera indica ,6.267864,-75.5668987,2,101.5,85.0,,,,186.5,8.0,3.4,11.3,10.7,Norte-sur
21,MORACEAE,Falso laurel,Ficus benjamina ,6.267811,-75.5668408,1,434.4,,,,,434.4,21.0,12.0,36.5,29.8,Este -oeste
22,FABACEAE,Ébano,Caesalpinia ebano ,6.26772,-75.5668722,1,60.2,,,,,60.2,8.2,1.8,6.3,5.9,Norte-sur
23,FABACEAE,Ébano,Caesalpinia ebano ,6.26764,-75.5668868,1,71.1,,,,,71.1,9.5,2.6,11.3,6.4,Este -oeste
24,FABACEAE,Ébano,Caesalpinia ebano ,6.267569,-75.5669035,2,69.9,55.6,,,,125.5,10.0,2.8,11.3,9.7,Este -oeste
25,ANACARDIACEAE,Mango,Mangifera indica ,6.267527,-75.5669849,2,97.3,80.8,,,,178.1,7.5,2.2,11.6,10.5,Norte-sur
26,ANACARDIACEAE,Mango,Mangifera indica ,6.267206,-75.5670633,1,63.7,,,,,63.7,5.5,2.6,6.5,3.6,Norte-sur
27,MORACEAE,Falso laurel,Ficus benjamina ,6.26716,-75.56702,1,478.2,,,,,478.2,26.0,7.5,32.15,25.6,Este -oeste
28,ANACARDIACEAE,Mango,Mangifera indica ,6.26714,-75.5670952,1,268.2,,,,,268.2,13.0,3.0,18.5,15.3,Norte-sur
29,ANACARDIACEAE,Mango,Mangifera indica ,6.267073,-75.5670415,1,114.5,,,,,114.5,6.5,2.0,13.2,9.5,Norte-sur
30,SAPINDACEAE,Huevo vegetal,Blighia sapida,6.267032,-75.5671133,1,37.0,,,,,37.0,5.8,2.1,4.8,4.1,Norte-sur
31,FABACEAE,Cedro amarillo,Albizia guachapele ,6.267015,-75.5670484,1,32.0,,,,,32.0,7.0,4.0,6.7,6.5,Este -oeste
32,MORACEAE,Falso laurel,Ficus benjamina ,6.2669713,-75.567058,1,610.0,,,,,610.0,24.0,11.0,36.25,30.6,Norte-sur
33,ANACARDIACEAE,Quebracho,Astronium graveolens ,6.266978,-75.5671213,1,67.3,,,,,67.3,9.0,5.6,7.5,6.9,Este -oeste
34,FABACEAE,Guamo bejuco,Inga edulis ,6.266938,-75.5670722,3,50.9,38.5,31.0,,,120.4,7.5,2.8,13.5,9.5,Norte-sur
35,RUTACEAE,Naranjo,Citrus sinensis ,6.2669413,-75.56713,3,52.6,34.5,32.0,,,119.1,5.0,2.0,4.15,3.8,Este -oeste
36,RUTACEAE,Limón,Citrus sp.,6.2669253,-75.567136,4,16.5,12.8,9.6,9.0,,47.9,2.8,2.8,2.5,2.5,Norte-sur
37,FABACEAE,Choibá,Dipteryx oleifera,6.2668827,-75.567142,1,69.3,,,,,69.3,10.0,6.5,9.5,8.9,Norte -sur
38,ANACARDIACEAE,Mango,Mangifera indica ,6.266873,-75.5670897,4,58.1,33.7,68.7,49.6,,210.1,5.0,1.8,5.6,4.8,Norte-sur
39,SAPINDACEAE,Guacharaco,Cupania cinerea ,6.266823,-75.5671654,1,58.4,,,,,58.4,7.0,1.5,9.5,8.9,Norte-sur
40,MORACEAE,Falso laurel,Ficus benjamina ,6.266786,-75.5670969,1,472.5,,,,,472.5,22.0,5.0,20.5,18.6,Este -oeste
41,RUTACEAE,Mandarino,Citrus nobilis ,6.266734,-75.5671076,5,34.0,33.5,29.2,19.2,18.6,134.5,4.1,1.3,6.8,6.5,Este -oeste
42,FABACEAE,Guamo bejuco,Inga edulis ,6.266735,-75.5671821,1,54.1,,,,,54.1,4.2,2.1,7.8,7.3,Este -oeste
43,FABACEAE,Cámbulo,Erythrina poeppigiana ,6.266684,-75.5671223,1,90.6,,,,,90.6,8.5,6.5,6.8,6.7,Norte-sur
44,BIGNONIACEAE,Guayacán peludo,Handroanthus chrysotrichus,6.266645,-75.5671335,1,36.2,,,,,36.2,5.6,3.9,4.2,4.0,Norte-sur
45,ANACARDIACEAE,Mango,Mangifera indica ,6.266657,-75.5672095,4,67.0,49.2,54.3,46.3,,216.8,6.5,2.6,7.0,6.2,Este -oeste
46,MORACEAE,Falso laurel,Ficus benjamina ,6.266592,-75.5671495,1,471.2,,,,,471.2,21.0,9.0,24.15,18.6,Norte-sur
47,ANACARDIACEAE,Mango,Mangifera indica ,6.2666,-75.567226,2,234.8,96.7,,,,331.5,11.5,5.5,18.2,15.3,Norte-sur
48,RUTACEAE,Mandarino,Citrus nobilis ,6.266545,-75.5672446,4,37.8,25.4,28.8,24.3,,116.3,5.0,2.1,5.2,4.8,Norte-sur
49,ARECACEAE,Palma táparo,Attalea amygdalina ,6.266506,-75.5671772,1,0.0,,,,,0.0,4.3,0.3,6.0,6.0,Norte-sur
50,RUTACEAE,Mandarino,Citrus nobilis ,6.266476,-75.5672594,2,57.1,31.0,,,,88.1,5.6,2.4,7.8,7.25,Norte-sur
51,ANACARDIACEAE,Mango,Mangifera indica ,6.266442,-75.5671978,2,103.1,82.2,,,,185.3,6.8,2.8,9.6,6.5,Norte-sur
52,MORACEAE,Falso laurel,Ficus benjamina ,6.266439,-75.5671843,1,534.2,,,,,534.2,22.0,3.2,29.5,18.6,Norte-sur
53,ARECACEAE,Palma táparo,Attalea amygdalina ,6.266384,-75.5672143,1,0.0,,,,,0.0,4.3,0.3,5.6,5.5,Este -oeste
54,ANACARDIACEAE,Mango,Mangifera indica ,6.266366,-75.5672954,1,99.4,,,,,99.4,6.0,2.7,8.5,6.9,Este -oeste
55,FABACEAE,Guamo bejuco,Inga edulis ,6.266308,-75.5673128,1,54.5,,,,,54.5,7.0,4.0,16.8,12.9,Norte-sur
56,MORACEAE,Falso laurel,Ficus benjamina ,6.266266,-75.5672501,1,633.5,,,,,633.5,23.0,10.0,35.0,25.6,Este -oeste
57,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.266198,-75.5672615,1,120.7,,,,,120.7,9.5,6.5,6.2,4.0,Norte-sur
58,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.266142,-75.5672752,1,72.3,,,,,72.3,9.0,3.5,9.15,8.3,Norte-sur
59,FABACEAE,Choibá,Dipteryx oleifera,6.266147,-75.5673288,1,84.5,,,,,84.5,14.0,6.0,14.3,10.9,Norte-sur
60,FABACEAE,Guamo machete,Inga spectabilis,6.266096,-75.5672863,1,42.0,,,,,42.0,7.5,3.0,7.4,6.9,Norte-sur
61,ANACARDIACEAE,Mango,Mangifera indica ,6.26605,-75.5673505,2,103.0,76.5,,,,179.5,7.0,1.8,13.5,10.9,Norte -sur
62,ANACARDIACEAE,Mango,Mangifera indica ,6.266034,-75.5673071,1,121.4,,,,,121.4,6.5,2.2,7.9,7.5,Norte -sur
63,FABACEAE,Samán,Samanea saman ,6.2660067,-75.567313,1,62.4,,,,,62.4,8.0,6.5,13.5,10.6,Norte-sur
64,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus ,6.265988,-75.5673728,1,136.7,,,,,136.7,10.0,2.5,14.6,12.9,Norte-sur
65,MORACEAE,Falso laurel,Ficus benjamina ,6.265949,-75.5673278,1,523.1,,,,,523.1,23.0,5.0,18.6,17.6,Este -oeste
66,ANACARDIACEAE,Mango,Mangifera indica ,6.26592,-75.5673254,1,128.8,,,,,128.8,7.0,2.6,8.6,6.9,Norte-sur
67,ANACARDIACEAE,Mango,Mangifera indica ,6.2659007,-75.5674,1,107.5,,,,,107.5,7.8,3.1,9.6,7.4,Norte-sur
68,CAPPARACEAE,Olivito,Morisonia odoratissima,6.265846,-75.5673618,1,47.6,,,,,47.6,4.5,1.2,5.2,4.8,Este -oeste
69,MORACEAE,Falso laurel,Ficus benjamina ,6.265797,-75.5673553,1,417.9,,,,,417.9,24.0,4.0,20.5,18.9,Este -oeste
70,FABACEAE,Suribio,Zygia longifolia ,6.265726,-75.5673733,3,58.1,34.0,27.1,,,119.19999999999999,6.8,2.0,9.8,9.7,Norte-sur
71,MYRTACEAE,Guayabo,Psidium guajava ,6.265737,-75.5674216,2,46.0,32.6,,,,78.6,6.8,2.6,8.5,7.5,Este -oeste
72,RUBIACEAE,Azuceno de monte,Posoqueria latifolia,6.265642,-75.5674457,1,35.2,,,,,35.2,4.2,0.5,3.2,2.8,Norte-sur
73,CAPPARACEAE,Olivito,Morisonia odoratissima,6.265634,-75.5673974,1,45.6,,,,,45.6,4.4,0.9,7.5,6.8,Norte-sur
74,ANACARDIACEAE,Mango,Mangifera indica ,6.265584,-75.5674105,4,49.0,43.3,30.8,33.8,,156.89999999999998,5.0,1.8,7.8,5.3,Norte -sur
75,MORACEAE,Falso laurel,Ficus benjamina ,6.26555,-75.5674031,1,430.5,,,,,430.5,20.0,9.0,20.2,16.8,Este -oeste
76,MYRTACEAE,Guayabo,Psidium guajava ,6.265514,-75.5674723,2,53.6,46.5,,,,100.1,6.0,3.8,9.6,7.8,Norte-sur
77,MYRTACEAE,Guayabo,Psidium guajava ,6.265472,-75.5674958,3,54.4,45.2,34.7,,,134.3,7.0,3.2,10.5,7.6,Norte-sur
78,FABACEAE,Chiminango,Phithecellobium dulce ,6.265392,-75.5674931,4,89.8,83.4,145.2,52.5,,370.9,15.0,5.0,24.6,16.8,Norte -sur
79,FABACEAE,Cámbulo,Erythrina poeppigiana ,6.265367,-75.5674602,1,37.7,,,,,37.7,8.0,2.3,5.6,4.0,Este-oeste
80,MYRTACEAE,Guayabo,Psidium guajava ,6.265369,-75.5675516,3,81.0,32.5,30.5,,,144.0,8.0,2.8,9.6,7.4,Este -oeste
81,MORACEAE,Falso laurel,Ficus benjamina ,6.265328,-75.5674969,1,550.2,,,,,550.2,20.0,6.0,19.8,18.6,Norte-sur
82,ARECACEAE,Palma areca,Dypsis lutescens,6.2653123,-75.567505,1,0.0,,,,,0.0,1.0,0.15,1.3,0.9,Norte-sur
83,FABACEAE,Guamo machete,Inga spectabilis,6.265299,-75.5675406,1,24.5,,,,,24.5,4.5,2.5,6.5,5.3,Este -oeste
84,FABACEAE,Florisanto,Brownea stenantha,6.265334,-75.567594,3,27.4,27.3,25.2,,,79.9,5.8,1.3,6.5,5.9,Norte -sur
85,MYRTACEAE,Guayabo,Psidium guajava ,6.2653157,-75.567615,2,42.0,32.0,,,,74.0,6.2,3.4,7.6,5.9,Norte-sur
86,FABACEAE,Carmín,Senna siamea ,6.265268,-75.5675799,1,111.7,,,,,111.7,11.0,3.0,15.1,6.8,Este -oeste
87,FABACEAE,Florisanto,Brownea stenantha,6.265228,-75.5675883,1,55.0,,,,,55.0,4.3,1.6,8.5,5.9,Este -oeste
88,POLYGONACEAE,Vara santa,Triplaris americana,6.265246,-75.5675152,1,89.3,,,,,89.3,12.0,7.5,13.2,7.9,Este -oeste
89,RUTACEAE,Mandarino,Citrus nobilis ,6.26529,-75.5676382,4,35.3,26.6,35.8,23.6,,121.29999999999998,4.8,1.9,4.9,4.5,Norte-sur
90,PROTEACEAE,Palo zorrillo,Roupala montana,6.26527,-75.5676595,1,12.8,,,,,12.8,4.2,2.2,3.8,2.5,Este -oeste
91,MORACEAE,Falso laurel,Ficus benjamina ,6.265193,-75.5675376,1,654.4,,,,,654.4,20.0,6.0,21.5,17.6,Norte-sur
92,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.265212,-75.5675297,1,0.0,,,,,0.0,1.0,0.1,1.2,1.0,Este -oeste
93,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.2651833,-75.567555,1,0.0,,,,,0.0,1.9,0.3,1.8,1.15,Este -oeste
94,RUTACEAE,Limón,Citrus sp.,6.265135,-75.5675104,2,12.8,10.5,,,,23.3,2.3,0.6,4.25,3.5,Norte-sur
95,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.265139,-75.5675573,1,0.0,,,,,0.0,1.8,0.3,2.0,1.6,Norte-sur
96,MORACEAE,Falso caucho,Ficus elastica,6.265108,-75.5675621,1,950.0,,,,,950.0,18.0,0.0,32.5,28.9,Este -oeste
97,CLUSIACEAE,Madroño,Garcinia madruno,6.265106,-75.5676076,1,55.5,,,,,55.5,9.8,3.5,5.2,4.8,Este -oeste
98,ANACARDIACEAE,Mango,Mangifera indica ,6.265262,-75.5676857,1,142.5,,,,,142.5,7.8,2.8,15.3,14.9,Este -oeste
99,FABACEAE,Balaustre,Centrolobium yavizanum ,6.265184,-75.5676528,1,128.4,,,,,128.4,11.0,5.2,12.3,12.0,Norte -sur
100,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.265059,-75.5675415,3,7.2,5.4,5.0,,,17.6,2.55,0.9,1.2,0.6,Norte -sur
101,RUTACEAE,Limón,Citrus sp.,6.265046,-75.5675717,2,9.2,7.5,,,,16.7,1.7,0.6,3.0,2.4,Este -oeste
102,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.265039,-75.5676032,1,0.0,,,,,0.0,1.2,0.7,1.0,0.5,Este -oeste
103,MALVACEAE,Guacimo,Guazuma ulmifolia ,6.264995,-75.5675791,1,99.8,,,,,99.8,9.5,5.0,13.2,11.8,Este -oeste
104,OLEACEAE,Urapán,Fraxinus uhdei ,6.264991,-75.5675397,4,121.1,85.6,122.8,125.0,,454.5,10.0,4.0,16.8,10.2,Este -oeste
105,OLEACEAE,Urapán,Fraxinus uhdei ,6.264937,-75.5675453,1,276.2,,,,,276.2,12.0,5.0,19.5,17.4,Este -oeste
106,MALVACEAE,Guacimo,Guazuma ulmifolia ,6.264994,-75.5676121,1,81.2,,,,,81.2,8.0,3.8,7.3,6.1,Norte-sur
107,OLEACEAE,Urapán,Fraxinus uhdei ,6.265058,-75.5676392,1,223.2,,,,,223.2,11.5,9.0,21.3,9.1,Este -oeste
108,MALVACEAE,Guacimo,Guazuma ulmifolia ,6.265113,-75.5676563,1,112.4,,,,,112.4,10.0,4.0,11.25,6.8,Norte-sur
109,ANACARDIACEAE,Mango,Mangifera indica ,6.26516,-75.5676905,2,86.7,49.9,,,,136.6,7.0,3.7,9.5,7.7,Norte-sur
110,ANACARDIACEAE,Mango,Mangifera indica ,6.265245,-75.5677179,2,26.4,25.5,,,,51.9,3.0,1.5,3.9,2.5,Norte-sur
111,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.265175,-75.5677035,1,29.8,,,,,29.8,5.5,2.6,5.6,5.1,Este -oeste
112,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.265084,-75.5676754,1,96.7,,,,,96.7,13.0,9.5,7.9,7.6,Norte-sur
113,FABACEAE,Balsamo,Myroxylon balsamum,6.265033,-75.5676684,1,26.9,,,,,26.9,4.0,2.8,4.5,4.15,Norte-sur
114,FABACEAE,Tambor,Schizolobium parahyba ,6.264951,-75.5676356,1,15.5,,,,,15.5,4.1,0.9,0.6,0.5,Norte-sur
115,MALVACEAE,Ceiba pentandra,Ceiba pentandra ,6.264892,-75.5676062,1,145.0,,,,,145.0,9.0,3.5,12.6,8.4,Norte-sur
116,FABACEAE,Gualanday,Jacaranda mimosifolia ,6.264809,-75.567582,1,148.7,,,,,148.7,14.0,7.6,18.6,14.7,Este -oeste
117,ANACARDIACEAE,Mango,Mangifera indica ,6.264839,-75.567657,1,94.9,,,,,94.9,5.8,2.7,5.15,4.9,Norte-sur
118,ANACARDIACEAE,Mango,Mangifera indica ,6.26491,-75.567669,2,78.3,67.2,,,,145.5,5.4,2.4,9.6,7.4,Norte-sur
119,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.264963,-75.5676929,1,55.6,,,,,55.6,10.0,4.5,8.6,8.0,Este -oeste
120,FABACEAE,Acacia mangium,Acacia mangium,6.264987,-75.5676965,1,3.8,,,,,3.8,1.85,0.78,1.1,0.85,Norte-sur
121,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.26502,-75.5677039,1,88.4,,,,,88.4,9.5,3.0,13.6,10.9,Norte-sur
122,LYTHRACEAE,Flor de reina,Lagerstroemia speciosa,6.265045,-75.5677024,1,14.0,,,,,14.0,4.15,3.4,2.9,2.4,Norte -sur
123,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus,6.265066,-75.5677039,1,48.3,,,,,48.3,8.5,2.0,10.6,9.7,Norte-sur
124,ANACARDIACEAE,Mango,Mangifera indica ,6.265088,-75.5677167,4,61.7,57.5,56.0,43.9,,219.1,7.5,2.7,14.6,11.7,Norte -sur
125,ANACARDIACEAE,Mango,Mangifera indica ,6.265108,-75.5677249,3,59.1,44.6,42.0,,,145.7,7.2,2.8,8.9,8.1,Este -oeste
126,RUTACEAE,Limón,Citrus sp.,6.265129,-75.5677162,1,0.0,,,,,0.0,1.2,0.5,1.6,0.9,Este -oeste
127,ANACARDIACEAE,Mango,Mangifera indica ,6.265137,-75.5677342,1,43.8,,,,,43.8,5.3,1.7,3.9,2.4,Norte-sur
128,ANACARDIACEAE,Mango,Mangifera indica ,6.265164,-75.5677502,3,75.9,60.0,52.0,,,187.9,4.8,2.3,8.3,8.0,Norte-sur
129,FABACEAE,Arroz con coco,Andira inermis ,6.26522,-75.5677578,1,21.8,,,,,21.8,4.3,2.25,4.15,3.8,Norte-sur
130,ANACARDIACEAE,Mango,Mangifera indica ,6.265184,-75.5678448,1,86.5,,,,,86.5,6.0,2.2,10.3,9.4,Norte-sur
131,ANACARDIACEAE,Ciruelo,Spondias purpurea ,6.265133,-75.56784,1,62.4,,,,,62.4,7.1,3.0,7.1,6.5,Norte-sur
132,RUTACEAE,Azahar de la india,Murraya paniculata,6.2650583,-75.567812,5,25.3,22.5,8.4,6.1,7.9,70.2,4.3,0.5,4.1,3.7,Este -oeste
133,MORACEAE,Falso laurel,Ficus benjamina ,6.265041,-75.5678226,2,720.6,228.1,,,,948.7,22.0,8.0,29.3,27.1,Este -oeste
134,FABACEAE,Cedro amarillo,Albizia guachapele ,6.264959,-75.5677829,1,85.8,,,,,85.8,10.0,8.5,10.2,8.6,Norte-sur
135,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.26493,-75.5677852,1,61.7,,,,,61.7,7.5,5.0,7.5,6.9,Este -oeste
136,ANACARDIACEAE,Mango,Mangifera indica ,6.26491,-75.56776,1,93.3,,,,,93.3,5.7,2.8,11.6,9.8,Norte-sur
137,SAPINDACEAE,Cotoprix,Melicoccus oliviformis ,6.26488,-75.56775,1,30.4,,,,,30.4,5.0,2.4,4.9,4.1,Norte-sur
138,FABACEAE,Carbonero (2),Calliandra pittieri ,6.264824,-75.5677268,2,83.5,53.2,,,,136.7,7.0,3.3,17.6,11.9,Norte-sur
139,MYRTACEAE,Guayabo,Psidium guajava ,6.264771,-75.5677007,4,98.0,54.8,31.1,20.3,,204.20000000000002,8.5,3.5,18.4,11.9,Norte-sur
140,FABACEAE,Carbonero (2),Calliandra pittieri ,6.264719,-75.5676754,2,48.8,56.9,,,,105.69999999999999,6.5,4.0,7.9,7.6,Norte-sur
141,ANACARDIACEAE,Mango,Mangifera indica ,6.264686,-75.5676744,1,104.0,,,,,104.0,6.3,3.2,10.5,8.6,Este -oeste
142,ANACARDIACEAE,Mango,Mangifera indica ,6.26473,-75.56774,2,93.4,84.2,,,,177.60000000000002,6.5,2.3,8.6,7.9,Este -oeste
143,ANACARDIACEAE,Mango,Mangifera indica ,6.26473,-75.56774,3,55.0,28.0,47.1,,,130.1,6.0,1.9,8.4,5.3,Norte-sur
144,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.2648,-75.56777,1,48.3,,,,,48.3,5.8,3.5,5.8,5.1,Este -oeste
145,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.264837,-75.5677978,1,74.9,,,,,74.9,7.0,4.0,8.15,7.4,Este -oeste
146,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.265176,-75.5678893,1,86.7,,,,,86.7,13.0,5.0,12.3,9.8,Este -oeste
147,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.2651667,-75.567934,2,93.0,69.5,,,,162.5,14.0,6.0,8.9,8.8,Este -oeste
148,MELIACEAE,Cedro,Cedrela odorata ,6.265078,-75.5678916,1,92.5,,,,,92.5,13.5,6.8,7.5,6.8,Este -oeste
149,OXALIDACEAE,Carambolo,Averrhoa carambola ,6.26496,-75.5678605,2,53.2,51.5,,,,104.7,6.8,1.0,9.8,8.1,Este -oeste
150,FABACEAE,Tamarindo,Tamarindus indica ,6.264912,-75.5678473,1,80.8,,,,,80.8,9.0,2.3,8.4,7.9,Norte-sur
151,LECYTHIDACEAE,Membrillo,Gustavia superba,6.264861,-75.5678421,1,54.8,,,,,54.8,9.0,6.0,7.4,6.8,Este -oeste
152,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.2647787,-75.567828,1,87.8,,,,,87.8,10.5,6.0,9.8,8.15,Norte -sur
153,FABACEAE,Gualanday,Jacaranda mimosifolia ,6.264735,-75.5678041,1,129.8,,,,,129.8,13.0,4.6,13.5,9.7,Este -oeste
154,FABACEAE,Capitancillo,Pentaclethra macroloba,6.264664,-75.5677754,1,48.7,,,,,48.7,7.0,3.4,7.2,6.3,Este -oeste
155,MALVACEAE,Cacao de monte,Pachira speciosa,6.26466,-75.56783,1,43.1,,,,,43.1,5.0,1.5,4.6,3.4,Este -oeste
156,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus ,6.264696,-75.5678455,2,87.6,72.9,,,,160.5,10.0,2.0,12.3,10.7,Este -oeste
157,FABACEAE,Búcaro,Erythrina fusca ,6.264746,-75.5678676,1,212.6,,,,,212.6,15.0,5.6,15.9,13.8,Este -oeste
158,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.26482,-75.5678748,1,72.2,,,,,72.2,6.0,0.0,0.0,0.0,Norte-sur
159,LECYTHIDACEAE,Abarco,Cariniana pyriformis ,6.264884,-75.5678854,1,40.3,,,,,40.3,6.5,3.0,10.5,8.5,Norte-sur
160,MELIACEAE,Cedro,Cedrela odorata ,6.2649513,-75.567908,1,67.5,,,,,67.5,10.0,4.0,4.5,4.0,Este -oeste
161,FABACEAE,Cámbulo,Erythrina poeppigiana ,6.26516,-75.5679696,2,91.0,85.9,,,,176.9,11.0,6.5,12.6,8.5,Norte-sur
162,MORACEAE,Falso laurel,Ficus benjamina ,6.265004,-75.5679649,2,740.6,204.8,,,,945.4000000000001,21.0,7.0,25.3,22.9,Este -oeste
163,MELIACEAE,Cedro,Cedrela odorata ,6.264894,-75.5679415,1,116.3,,,,,116.3,14.0,9.0,8.9,8.1,Norte-sur
164,MELIACEAE,Cedro,Cedrela odorata ,6.264841,-75.5679267,1,110.4,,,,,110.4,13.0,8.0,9.3,8.4,Norte-sur
165,LECYTHIDACEAE,Abarco,Cariniana pyriformis ,6.2648,-75.5679206,1,39.8,,,,,39.8,6.8,3.8,7.5,6.9,Este -oeste
166,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.264769,-75.5679122,1,95.6,,,,,95.6,11.0,7.0,8.6,8.5,Norte -sur
167,FABACEAE,Gualanday,Jacaranda mimosifolia ,6.26472,-75.5679171,2,121.6,94.5,,,,216.1,12.0,4.0,14.6,14.0,Norte-sur
168,APOCYNACEAE,Azuceno,Tabernaemontana litoralis,6.264671,-75.5679062,4,10.1,8.6,8.5,7.5,,34.7,3.7,0.8,4.0,2.9,Este -oeste
169,ANNONACEAE,Guanábano,Annona muricata ,6.264676,-75.5679818,2,59.0,20.5,,,,79.5,6.8,1.9,6.8,4.9,Este -oeste
170,FABACEAE,Carbonero (2),Calliandra pittieri ,6.264729,-75.567991,1,125.5,,,,,125.5,7.5,2.0,17.6,12.8,Norte -sur
171,MALVACEAE,Cacao de monte,Pachira speciosa,6.264783,-75.5679855,1,87.5,,,,,87.5,8.5,2.6,7.8,6.8,Norte-sur
172,MELIACEAE,Cedro,Cedrela odorata ,6.2648287,-75.567974,1,79.2,,,,,79.2,10.2,3.2,6.8,6.5,Norte-sur
173,FABACEAE,Velero,Senna spectabilis ,6.264787,-75.568045,1,216.7,,,,,216.7,14.0,4.0,20.5,12.3,Este -oeste
174,FABACEAE,Arizá,Brownea ariza ,6.264839,-75.568043,1,0.0,,,,,0.0,1.2,0.15,1.8,1.1,Norte-sur
175,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.2648783,-75.568011,1,87.5,,,,,87.5,14.0,9.0,8.3,7.9,Este -oeste
176,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.265165,-75.5680294,1,111.3,,,,,111.3,12.8,5.5,12.6,10.7,Este -oeste
