,FAMILIA,Nombre común,Nombre científico,X,Y,NUMERO DE TALLOS,CAP_1,CAP_2,CAP_3,CAP_4,CAP_5,SUMATORIA CAP,ALTURA TOTAL,ALTURA DE COPA,DIAMETRO_MAYOR ,DIAMETRO_MENOR,ORIENTACIÒN DE COPA (Punto Cardinal)
2216,ARECACEAE,Palma milpesos,Oenocarpus sp.,6.2670093,-75.5696688,1,15.0,,,,,15.0,5.0,1.9,4.5,4.3,Norte-sur
2217,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.266966,-75.5696754,2,4.3,3.8,,,,8.1,1.6,1.4,1.5,1.0,Norte-sur
2218,ARECACEAE,Palma abanico (2),Washingtonia sp.,6.266902,-75.5696921,1,85.2,,,,,85.2,11.5,6.2,9.8,9.3,Norte-sur
2219,MELIACEAE,Cedro,Cedrela odorata ,6.2669187,-75.5696555,1,138.1,,,,,138.1,17.0,12.0,18.5,14.5,Este -oeste
2220,OLEACEAE,Urapán,Fraxinus uhdei ,6.2669547,-75.5696334,1,262.4,,,,,262.4,16.0,4.8,18.5,17.8,Este -oeste
2221,ARECACEAE,Desconocido,Desconocido,6.2669713,-75.5696133,1,0.0,,,,,0.0,2.3,0.05,3.0,2.8,
2222,ARECACEAE,Wettinia,Wettinia sp.,6.2670133,-75.5695952,1,14.4,,,,,14.4,4.8,2.8,2.8,1.9,Este -oeste
2223,LAURACEAE,Canelo,Cinnamomum verum,6.2670433,-75.569584,1,16.2,,,,,16.2,3.3,1.0,3.2,3.0,Norte-sur
2224,CASUARINACEAE,Casuarina,Casuarina equisetifolia ,6.2670787,-75.5695593,1,123.7,,,,,123.7,10.2,5.8,8.6,5.9,Norte-sur
2225,FABACEAE,Acacia rosada,Cassia javanica ,6.26711,-75.5695733,1,94.6,,,,,94.6,14.5,11.0,10.5,10.3,Este -oeste
2226,SIMAROUBACEAE,Cedrillo,Simarouba amara,6.26715,-75.56954,1,80.0,,,,,80.0,8.5,1.9,10.8,9.8,Este -oeste
2227,FABACEAE,Arizá,Brownea ariza ,6.26718,-75.56953,3,12.2,10.5,7.5,,,30.2,3.5,1.1,4.5,3.0,Norte-sur
2228,RUTACEAE,Mango matasano,Casimiroa edulis ,6.26724,-75.56954,1,120.3,,,,,120.3,14.0,3.8,11.0,9.5,Norte-sur
2229,ANACARDIACEAE,Caracolí,Anacardium excelsum ,6.26722,-75.56952,1,312.0,,,,,312.0,18.0,2.0,19.2,15.2,Este -oeste
2230,MALVACEAE,Majagua,Hibiscus tiliaceus ,6.26723,-75.56948,1,121.7,,,,,121.7,16.0,3.1,12.5,6.1,Este -oeste
2231,FABACEAE,Chiminango,Phithecellobium dulce ,6.2671,-75.56951,2,213.4,166.0,,,,379.4,12.5,1.0,21.5,19.5,Este -oeste
2232,LAURACEAE,Canelo,Cinnamomum verum,6.2669633,-75.5695527,1,8.0,,,,,8.0,2.0,1.2,1.8,1.2,Este -oeste
2233,MELIACEAE,Cedro,Cedrela odorata ,6.2669247,-75.5695795,1,39.5,,,,,39.5,7.5,4.2,4.3,3.5,Norte-sur
2234,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.266946,-75.569524,1,48.5,,,,,48.5,6.0,4.0,5.8,3.9,Este -oeste
2235,FABACEAE,Chiminango,Phithecellobium dulce ,6.2669333,-75.5695541,4,163.5,142.2,176.6,89.2,,571.5,14.0,2.8,30.2,24.5,Norte-sur
2236,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.2669153,-75.5695307,3,35.7,34.6,33.5,,,103.80000000000001,6.2,2.5,7.2,5.2,Este -oeste
2237,FABACEAE,Chiminango,Phithecellobium dulce ,6.266872,-75.5695282,1,176.5,,,,,176.5,12.0,3.4,18.2,10.9,Este -oeste
2238,FABACEAE,Chiminango,Phithecellobium dulce ,6.266888,-75.5695676,3,132.5,116.5,65.5,,,314.5,12.0,6.5,20.2,15.1,Este -oeste
2239,MELIACEAE,Cedro macho,Guarea guidonia,6.266866,-75.5695596,1,32.4,,,,,32.4,5.6,1.4,5.2,4.8,Este -oeste
2240,MYRTACEAE,Pero de agua,Syzygium malaccense,6.26686,-75.5696494,1,102.5,,,,,102.5,10.0,2.3,10.5,9.2,Este -oeste
2241,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.266824,-75.5696493,1,22.0,,,,,22.0,5.8,4.1,2.6,2.1,Este -oeste
2242,ARECACEAE,Palma real,Roystonea regia ,6.2668293,-75.5696306,1,145.3,,,,,145.3,12.0,9.0,10.5,9.2,Este -oeste
2243,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.266828,-75.5696124,1,11.8,,,,,11.8,4.1,1.6,3.5,2.8,Este -oeste
2244,SAPOTACEAE,Caimito,Chrysophyllum cainito,6.2668213,-75.5695752,1,25.2,,,,,25.2,7.0,1.6,9.1,8.3,Norte-sur
2245,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.2668107,-75.5695439,1,90.4,,,,,90.4,12.0,5.0,11.5,10.8,Este -oeste
2246,FABACEAE,Carbonero (2),Calliandra pittieri ,6.2667953,-75.5695648,1,47.4,,,,,47.4,4.0,2.5,3.0,2.0,Este -oeste
2247,FABACEAE,Carbonero (2),Calliandra pittieri ,6.2667993,-75.5695927,3,43.5,47.0,39.8,,,130.3,5.2,3.2,11.8,7.2,Este -oeste
2248,FABACEAE,Carbonero (2),Calliandra pittieri ,6.266764,-75.5696579,1,96.6,,,,,96.6,7.0,4.0,14.5,13.9,Este -oeste
2249,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.2667447,-75.569568,1,169.0,,,,,169.0,18.0,7.0,12.5,10.9,Norte-sur
2250,LECYTHIDACEAE,Abarco,Cariniana pyriformis ,6.2667107,-75.5695652,1,27.6,,,,,27.6,7.0,3.0,4.5,3.2,Este -oeste
2251,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.2666807,-75.5695752,1,24.0,,,,,24.0,6.6,5.0,4.0,3.5,Este -oeste
2252,LAURACEAE,Aguacate,Persea americana ,6.2666473,-75.569568,1,49.8,,,,,49.8,9.2,1.8,10.6,7.9,Este -oeste
2253,CLUSIACEAE,Clusia,Clusia sp.,6.2666073,-75.5695679,4,93.2,103.2,63.8,55.8,,316.0,12.0,3.0,18.9,14.8,Norte -sur
2254,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.2665794,-75.5695965,1,131.0,,,,,131.0,16.0,10.0,12.5,10.9,Norte-sur
2255,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.2666133,-75.5695874,1,30.5,,,,,30.5,9.5,5.0,8.5,8.1,Norte-sur
2256,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.2666447,-75.569604,1,34.5,,,,,34.5,9.2,7.0,7.5,6.9,Este -oeste
2257,FABACEAE,Guamo,Inga sp.,6.2666946,-75.5695955,2,59.5,67.2,,,,126.7,12.5,3.4,16.8,12.5,Este -oeste
2258,FABACEAE,Balsamo,Myroxylon balsamum,6.266726,-75.5696052,1,26.0,,,,,26.0,7.0,2.0,5.2,4.8,Norte-sur
2259,ANACARDIACEAE,Mango,Mangifera indica ,6.2667333,-75.5695992,1,83.4,,,,,83.4,7.2,3.0,8.9,7.1,Norte-sur
2260,COMBRETACEAE,Almendro,Terminalia catappa ,6.266744,-75.5696223,1,119.8,,,,,119.8,8.5,1.8,23.4,14.2,Este -oeste
2261,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.26672,-75.5696446,1,25.7,,,,,25.7,6.8,4.5,3.8,3.2,Este -oeste
2262,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.2666893,-75.5696458,1,22.5,,,,,22.5,6.2,4.3,3.8,3.5,Norte-sur
2263,ARECACEAE,Palma abanico (2),Washingtonia sp.,6.266698,-75.5696255,1,87.6,,,,,87.6,11.5,9.0,6.5,6.0,Este -oeste
2264,CLUSIACEAE,Trompillo,Arawakia lanceolata,6.2666833,-75.5696682,1,11.0,,,,,11.0,3.2,1.0,3.0,2.0,Este -oeste
2265,ARECACEAE,Palma escoba,Cryosophila kalbreyeri,6.266666,-75.56966,1,45.0,,,,,45.0,3.4,1.3,5.2,5.0,Este -oeste
2266,OLEACEAE,Urapán,Fraxinus uhdei ,6.266632,-75.5696738,1,179.5,,,,,179.5,14.0,7.0,18.5,15.3,Norte-sur
2267,ARECACEAE,Palma escoba,Cryosophila kalbreyeri,6.2666207,-75.5696474,1,0.0,,,,,0.0,4.0,0.2,5.9,5.2,Norte-sur
2268,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.266584,-75.5696461,1,31.9,,,,,31.9,8.0,8.5,6.5,5.0,Norte-sur
2269,RUTACEAE,Naranjo agrio,Citrus sp.,6.2665714,-75.5696349,2,21.3,10.5,,,,31.8,5.3,1.3,3.5,3.2,Norte-sur
2270,MALVACEAE,Ceiba pentandra,Ceiba pentandra ,6.2665327,-75.5696354,1,150.0,,,,,150.0,13.5,10.5,19.6,16.5,Este -oeste
2271,COMBRETACEAE,Almendro,Terminalia catappa ,6.266544,-75.5696676,1,80.0,,,,,80.0,14.0,3.0,12.5,10.5,Norte -sur
2272,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.2665734,-75.5696876,1,34.0,,,,,34.0,10.0,4.5,7.4,7.0,Norte-sur
2273,URTICACEAE,Yarumo,Cecropia sp. ,6.266542,-75.5697131,1,127.2,,,,,127.2,15.0,10.0,10.0,10.0,Norte-sur
2274,ARECACEAE,Palma escoba,Cryosophila kalbreyeri,6.2666,-75.5697124,1,33.5,,,,,33.5,3.3,1.6,3.5,3.2,Este -oeste
2275,CLUSIACEAE,Trompillo,Arawakia lanceolata,6.2666227,-75.5697154,1,8.0,,,,,8.0,2.9,1.8,2.9,2.0,Norte-sur
2276,ARECACEAE,Palma escoba,Cryosophila kalbreyeri,6.2666327,-75.5697249,1,0.0,16.5,,,,16.5,3.0,1.2,2.9,2.3,Este -oeste
2277,ANNONACEAE,Chirimoya,Annona reticulata,6.2666167,-75.5697453,1,14.5,,,,,14.5,2.8,1.1,2.9,2.0,Norte-sur
2278,ARECACEAE,Palma escoba,Cryosophila kalbreyeri,6.26664,-75.5697445,1,0.0,,,,,0.0,2.6,0.95,2.9,2.6,Este -oeste
2279,FABACEAE,Guamo bejuco,Inga edulis ,6.26666,-75.5697571,2,125.0,92.0,,,,217.0,15.0,3.5,28.6,19.6,Este-oeste
2280,ANACARDIACEAE,Mango,Mangifera indica ,6.2666207,-75.5697859,1,77.8,,,,,77.8,7.0,2.3,7.1,4.9,Este -oeste
2281,ARECACEAE,Palma abanico (2),Washingtonia sp.,6.266598,-75.5698744,1,123.7,,,,,123.7,15.0,12.0,7.6,7.2,Este -oeste
2282,URTICACEAE,Yarumo,Cecropia sp. ,6.2666,-75.5699161,1,136.8,,,,,136.8,17.0,10.0,19.5,17.0,Este -oeste
2283,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida,6.2666567,-75.5698727,1,40.0,,,,,40.0,11.0,9.8,6.5,4.1,Norte-sur
2284,MELIACEAE,Cedro,Cedrela odorata ,6.2666493,-75.5699261,1,154.6,,,,,154.6,17.0,11.0,17.8,15.9,Este -oeste
2285,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida,6.2666647,-75.5699041,1,37.8,,,,,37.8,10.8,9.0,4.0,4.0,Norte-sur
2286,FABACEAE,Guamo bejuco,Inga edulis ,6.266684,-75.5699352,2,77.0,63.8,,,,140.8,11.0,3.0,11.0,9.0,Este -oeste
2287,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida,6.2666474,-75.5699883,1,39.8,,,,,39.8,11.0,8.5,5.2,4.0,Norte-sur
2288,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida,6.266674,-75.5699945,1,36.2,,,,,36.2,10.8,9.0,4.8,4.1,Este -oeste
2289,ARECACEAE,Palma de coco,Cocos nucifera ,6.2666547,-75.5700404,1,104.7,,,,,104.7,16.0,12.0,8.1,7.0,Este -oeste
2290,ZYGOPHYLLACEAE,Guayacán bola,Bulnesia arborea ,6.26667,-75.57011,2,33.5,33.4,,,,66.9,6.2,1.3,6.1,5.6,Norte-sur
2291,ANACARDIACEAE,Mango,Mangifera indica ,6.26674,-75.57012,1,224.0,,,,,224.0,16.0,4.8,18.4,17.0,Norte-sur
2292,ARECACEAE,Palma Bismarckia,Bismarckia nobilis,6.26675,-75.57004,1,156.2,,,,,156.2,13.0,7.2,15.6,12.9,Norte-sur
2293,MALVACEAE,Almirajo,Patinoa almirajo,6.26673,-75.5701,1,14.2,,,,,14.2,2.3,1.1,4.0,3.8,Norte-sur
2294,MALVACEAE,Ceiba pentandra,Ceiba pentandra ,6.26671,-75.56997,1,116.3,,,,,116.3,10.8,5.0,14.8,10.9,Norte-sur
2295,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans ,6.26681,-75.5701,1,93.4,,,,,93.4,8.0,6.0,11.5,9.2,Este -oeste
2296,ANACARDIACEAE,Caracolí,Anacardium excelsum ,6.2668,-75.57017,1,258.8,,,,,258.8,17.4,6.0,22.5,18.5,Este -oeste
2297,ANACARDIACEAE,Mango,Mangifera indica ,6.26681,-75.57015,1,75.4,,,,,75.4,6.8,4.8,7.1,5.9,Norte-sur
2298,FABACEAE,Chiminango,Phithecellobium dulce ,6.26682,-75.57005,2,184.2,147.0,,,,331.2,14.0,7.0,24.5,14.9,Este -oeste
2299,EUPHORBIACEAE,Peregrina,Jatropha integerrima ,6.26687,-75.57008,2,10.5,5.0,,,,15.5,2.5,1.4,2.8,2.0,Este -oeste
2300,FABACEAE,Suribio,Zygia longifolia ,6.26686,-75.57005,3,63.7,62.7,55.0,,,181.4,9.0,4.0,21.8,17.9,Este -oeste
2301,BIGNONIACEAE,Totumo,Crescentia cujete ,6.26689,-75.57009,1,40.0,,,,,40.0,6.2,3.6,5.1,4.9,Norte-sur
2302,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.26691,-75.57007,1,32.5,,,,,32.5,6.3,2.2,5.8,3.8,Este -oeste
2303,FABACEAE,Búcaro,Erythrina fusca ,6.2668987,-75.5700327,1,318.0,,,,,318.0,14.0,7.5,20.5,17.4,Este-oeste
2304,EUPHORBIACEAE,Peregrina,Jatropha integerrima ,6.2668593,-75.569972,2,7.2,,,,,7.2,2.3,1.0,1.5,1.0,Este -oeste
2305,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.2668893,-75.5699994,1,35.0,,,,,35.0,6.8,3.0,6.8,4.8,Norte-sur
2306,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.2669527,-75.5700569,1,37.5,,,,,37.5,6.2,2.6,2.8,1.9,Este -oeste
2307,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.266942,-75.5699994,2,36.6,50.5,,,,87.1,6.9,2.0,10.7,5.2,Este -oeste
2308,EUPHORBIACEAE,Peregrina,Jatropha integerrima ,6.266918,-75.5699432,3,7.5,17.4,12.2,,,37.099999999999994,4.0,1.9,5.2,4.0,Este -oeste
2309,ANACARDIACEAE,Mango,Mangifera indica ,6.266952,-75.5699081,1,65.4,,,,,65.4,6.8,1.8,6.8,4.1,Norte-sur
2310,FABACEAE,Cámbulo,Erythrina poeppigiana ,6.2669587,-75.569929,1,195.9,,,,,195.9,15.0,7.0,9.1,8.5,Este -oeste
2311,EUPHORBIACEAE,Peregrina,Jatropha integerrima ,6.2669493,-75.5699475,2,12.8,8.5,,,,21.3,3.4,2.5,4.1,3.8,Norte-sur
2312,EUPHORBIACEAE,Peregrina,Jatropha integerrima ,6.2669587,-75.5699682,2,8.5,7.0,,,,15.5,2.5,1.4,3.8,2.0,Norte-sur
2313,ANACARDIACEAE,Mango,Mangifera indica ,6.26698,-75.570045,1,72.5,,,,,72.5,8.5,2.4,7.5,4.1,Este -oeste
2314,EUPHORBIACEAE,Peregrina,Jatropha integerrima ,6.2669753,-75.5700145,3,8.0,7.0,9.5,,,24.5,2.9,1.5,3.1,2.4,Este -oeste
2315,EUPHORBIACEAE,Peregrina,Jatropha integerrima ,6.2669687,-75.5699966,2,13.9,12.4,,,,26.3,3.4,2.8,4.1,3.5,Este -oeste
2316,EUPHORBIACEAE,Peregrina,Jatropha integerrima ,6.2669793,-75.5699692,3,14.5,14.0,14.1,,,42.6,4.1,1.4,5.2,4.0,Este -oeste
2317,EUPHORBIACEAE,Peregrina,Jatropha integerrima ,6.2669927,-75.5699931,2,18.9,18.4,,,,37.3,3.8,2.9,4.0,2.5,Este -oeste
2318,ANNONACEAE,Ylang-ylang,Cananga odorata,6.2670053,-75.5700281,1,72.2,,,,,72.2,12.0,7.2,15.2,14.8,Norte-sur
2319,EUPHORBIACEAE,Peregrina,Jatropha integerrima ,6.26702,-75.5700321,3,11.0,9.5,9.0,,,29.5,2.9,1.4,3.5,2.6,Este -oeste
2320,ANACARDIACEAE,Mango,Mangifera indica ,6.267046,-75.5700574,1,70.6,,,,,70.6,7.8,3.6,5.5,4.8,Este-oeste
2321,RUBIACEAE,Árbol murciélago,Pentagonia pinnatifida,6.267068,-75.5700838,1,11.0,,,,,11.0,5.0,4.0,1.2,0.8,Este-oeste
2322,LAURACEAE,Aguacate,Persea americana ,6.2670846,-75.5701314,1,18.6,,,,,18.6,5.7,2.0,3.5,2.5,Este-oeste
2323,FABACEAE,Carbonero de pluma,Calliandra medellinensis,6.2670933,-75.5701649,4,14.2,9.8,7.3,10.3,,41.6,4.0,1.0,4.2,3.6,Este-oeste
2324,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2670987,-75.570188,1,99.2,,,,,99.2,12.5,4.2,8.0,6.8,Este-oeste
2325,MELIACEAE,Cedro macho,Guarea guidonia,6.2664653,-75.5695718,1,148.4,,,,,148.4,13.0,3.5,17.4,16.2,Norte-sur
2326,COMBRETACEAE,Almendro,Terminalia catappa ,6.2664267,-75.5696094,1,110.4,,,,,110.4,15.2,6.8,21.5,11.4,Norte-sur
2327,FABACEAE,Cámbulo,Erythrina poeppigiana ,6.2663853,-75.5695798,2,163.0,102.0,,,,265.0,11.0,7.0,13.5,11.0,Norte-sur
2328,LAURACEAE,Aguacate,Persea americana ,6.2663347,-75.5695906,1,95.5,,,,,95.5,11.0,7.0,9.5,8.1,Este -oeste
2329,MORACEAE,Ficus pandurata,Ficus lyrata,6.2662533,-75.56958,1,70.5,,,,,70.5,7.2,2.5,7.1,6.2,Este -oeste
2330,COMBRETACEAE,Terminalia,Terminalia ivorensis,6.2661913,-75.5695955,1,193.1,,,,,193.1,19.0,9.0,23.1,15.3,Norte -sur
2331,MORACEAE,Ficus pandurata,Ficus lyrata,6.266176,-75.5696367,1,93.9,,,,,93.9,9.0,3.6,11.4,8.5,Norte-sur
2332,LAURACEAE,Aguacate,Persea americana ,6.266158,-75.5696157,1,8.0,,,,,8.0,2.3,1.1,1.5,1.0,Este -oeste
2333,EUPHORBIACEAE,Inchi,Caryodendron orinocense,6.2661387,-75.5696007,1,49.9,,,,,49.9,8.2,1.7,8.2,8.0,Este -oeste
2334,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus,6.2661007,-75.56962,1,74.4,,,,,74.4,10.5,7.8,6.1,4.3,Norte-sur
2335,MELIACEAE,Caobo,Swietenia macrophylla ,6.2661247,-75.5696528,1,125.6,,,,,125.6,16.0,6.0,15.2,13.2,Norte-sur
2336,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2661073,-75.5696939,1,78.5,,,,,78.5,10.5,3.2,12.5,10.9,Norte-sur
2337,VERBENACEAE,Duranta arbórea,Duranta erecta ,6.26605,-75.56966,1,21.0,,,,,21.0,5.2,2.2,5.8,3.2,Este -oeste
2338,MYRTACEAE,Guayabo,Psidium guajava ,6.2660567,-75.56966,2,20.5,16.4,,,,36.9,5.2,1.9,7.9,6.3,Este -oeste
2339,FABACEAE,Guamo bejuco,Inga edulis ,6.266034,-75.5696311,2,58.9,47.3,,,,106.19999999999999,9.8,2.1,20.1,14.5,Este -oeste
2340,EUPHORBIACEAE,Inchi,Caryodendron orinocense,6.2660173,-75.5696385,1,32.5,,,,,32.5,7.0,2.4,7.4,6.2,Norte-sur
2341,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus,6.265992,-75.56968,1,65.0,,,,,65.0,9.5,6.2,10.2,9.3,Este -oeste
2342,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.2659807,-75.5696587,1,53.0,,,,,53.0,6.3,3.4,8.1,5.2,Este -oeste
2343,EUPHORBIACEAE,Inchi,Caryodendron orinocense,6.2659713,-75.56966,1,5.2,,,,,5.2,2.9,1.6,1.0,0.6,Norte-sur
2344,CLUSIACEAE,Madroño,Garcinia madruno,6.2659147,-75.5696545,1,85.6,,,,,85.6,12.0,1.6,13.5,12.8,Este -oeste
2345,EUPHORBIACEAE,Inchi,Caryodendron orinocense,6.26592,-75.5697034,1,71.5,,,,,71.5,9.5,2.3,9.5,7.1,Norte-sur
2346,EUPHORBIACEAE,Inchi,Caryodendron orinocense,6.2659227,-75.5697226,1,8.8,,,,,8.8,4.4,1.5,2.0,1.2,Este -oeste
2347,EUPHORBIACEAE,Inchi,Caryodendron orinocense,6.2659354,-75.5697063,1,9.4,,,,,9.4,4.9,1.8,2.1,1.6,Este -oeste
2348,FABACEAE,Búcaro,Erythrina fusca ,6.2659493,-75.5697288,1,282.2,,,,,282.2,13.0,5.1,18.5,14.2,Norte-sur
2349,FABACEAE,Dahlstedtia colombiana,Dahlstedtia colombiana,6.26598,-75.569732,1,124.5,,,,,124.5,14.0,8.0,14.2,13.7,Norte-sur
2350,URTICACEAE,Yarumo,Cecropia sp. ,6.2659987,-75.5697479,1,17.7,,,,,17.7,5.8,3.4,1.8,1.4,Este -oeste
2351,LAURACEAE,Aguacate,Persea americana ,6.26599,-75.5697627,1,7.4,,,,,7.4,3.0,1.8,2.8,1.9,Norte-sur
2352,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.26601,-75.56979,3,5.6,5.0,4.9,,,15.5,2.8,0.6,3.5,2.1,Norte-sur
2353,LAURACEAE,Aguacate,Persea americana ,6.266042,-75.5697754,1,16.6,,,,,16.6,3.1,1.7,3.2,2.9,Norte-sur
2354,FABACEAE,Rayo,Parkia pendula ,6.26583,-75.5696793,1,43.6,,,,,43.6,9.0,5.8,12.5,6.5,Norte-sur
2355,EUPHORBIACEAE,Inchi,Caryodendron orinocense,6.2658667,-75.5697094,2,41.4,18.2,,,,59.599999999999994,7.9,1.4,6.2,5.1,Norte-sur
2356,LAURACEAE,Aguacate,Persea americana ,6.26582,-75.56972,1,7.2,,,,,7.2,2.0,0.8,2.2,1.2,Norte-sur
2357,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans ,6.26583,-75.56975,1,120.0,,,,,120.0,10.8,6.0,18.5,14.2,Este -oeste
2358,ARECACEAE,Palma abanico,Livistona sp.,6.26587,-75.56973,1,0.0,,,,,0.0,3.7,1.1,4.5,4.0,Norte-sur
2359,ARECACEAE,Palma real,Roystonea regia ,6.2658667,-75.5697743,1,186.8,,,,,186.8,16.0,10.5,12.5,10.8,Norte-sur
2360,ARECACEAE,Palma abanico,Livistona sp.,6.26589,-75.569748,1,83.2,,,,,83.2,13.0,8.0,10.2,9.2,Este -oeste
2361,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus,6.2658467,-75.5697834,1,4.2,,,,,4.2,1.4,1.05,0.6,0.3,Este -oeste
2362,FABACEAE,Arizá,Brownea ariza ,6.26584,-75.56983,1,64.5,,,,,64.5,7.2,2.3,10.2,9.6,Este -oeste
2363,MELIACEAE,Cedro,Cedrela odorata ,6.265884,-75.5698339,1,220.0,,,,,220.0,20.0,12.0,25.6,23.1,Norte-sur
2364,MYRTACEAE,Guayabo,Psidium guajava ,6.2659107,-75.5697948,1,41.9,,,,,41.9,8.0,4.3,9.2,5.9,Norte-sur
2365,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.2659407,-75.5698001,1,100.8,,,,,100.8,14.0,8.0,13.2,10.4,Norte-sur
2366,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.265962,-75.5698101,3,34.5,36.7,42.5,,,113.7,7.0,2.0,6.4,5.9,Este -oeste
2367,ARECACEAE,Palma real,Roystonea regia ,6.266,-75.56985,1,172.0,,,,,172.0,16.0,10.5,10.8,9.0,Norte-sur
2368,EUPHORBIACEAE,Inchi,Caryodendron orinocense,6.26597,-75.56986,1,8.0,,,,,8.0,3.8,1.4,1.0,0.8,Este -oeste
2369,MALVACEAE,Ceiba verde,Pseudobombax septenatum ,6.2659387,-75.5698687,1,158.0,,,,,158.0,12.0,7.0,18.5,14.6,Este -oeste
2370,FABACEAE,Cedro amarillo,Albizia guachapele ,6.2659087,-75.5698752,1,79.2,,,,,79.2,10.0,5.8,14.5,10.2,Este -oeste
2371,FABACEAE,Suribio,Zygia longifolia ,6.265884,-75.5698812,2,89.7,86.5,,,,176.2,15.0,5.2,14.8,12.5,Este -oeste
2372,VERBENACEAE,Estrella de oriente,Petrea volubilis ,6.26587,-75.56991,1,15.6,,,,,15.6,4.3,0.5,3.5,2.8,Este -oeste
2373,APOCYNACEAE,Frangipán,Plumeria rubra ,6.2658413,-75.5699134,4,9.6,10.6,10.0,9.0,,39.2,3.8,2.0,1.8,1.3,Este -oeste
2374,APOCYNACEAE,Frangipán,Plumeria rubra ,6.2658574,-75.5699312,4,8.9,7.9,9.0,7.8,,33.6,3.1,2.2,2.8,1.5,Este -oeste
2375,APOCYNACEAE,Frangipán,Plumeria rubra ,6.2658713,-75.5699254,5,11.5,8.0,7.0,8.0,10.2,44.7,3.0,1.7,3.7,3.1,Norte-sur
2376,MORACEAE,Sande Mora,Clarisia racemosa ,6.265848,-75.5699568,1,94.5,,,,,94.5,16.0,1.2,16.5,10.5,Este -oeste
2377,APOCYNACEAE,Frangipán,Plumeria rubra ,6.2658727,-75.5699554,3,18.5,17.7,8.6,,,44.800000000000004,4.2,2.3,4.3,2.6,Este -oeste
2378,APOCYNACEAE,Frangipán,Plumeria rubra ,6.265884,-75.5699499,3,13.0,10.5,9.5,,,33.0,3.5,1.6,3.0,2.1,Este -oeste
2379,VERBENACEAE,Estrella de oriente,Petrea volubilis ,6.2658954,-75.5699379,4,14.7,12.6,8.0,7.5,,42.8,4.2,0.7,2.5,2.3,Norte-sur
2380,VERBENACEAE,Estrella de oriente,Petrea volubilis ,6.2659087,-75.5699465,3,12.5,12.5,13.4,,,38.4,4.2,0.7,2.8,2.0,Este -oeste
2381,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa ,6.2659274,-75.5699324,1,147.0,,,,,147.0,16.0,7.4,18.5,13.2,Este -oeste
2382,VERBENACEAE,Estrella de oriente,Petrea volubilis ,6.2659333,-75.5699479,2,20.3,14.5,,,,34.8,5.4,1.4,4.2,3.1,Este -oeste
2383,VERBENACEAE,Estrella de oriente,Petrea volubilis ,6.2659487,-75.5699338,2,13.9,14.0,,,,27.9,4.1,0.8,2.8,1.9,Este -oeste
2384,VERBENACEAE,Estrella de oriente,Petrea volubilis ,6.2659627,-75.5699442,3,9.6,8.0,5.7,,,23.3,3.1,0.8,2.9,1.8,Este -oeste
2385,ANACARDIACEAE,Ciruelo,Spondias purpurea ,6.2659933,-75.569925,1,95.1,,,,,95.1,9.3,3.0,15.2,10.4,Este -oeste
2386,MELIACEAE,Cedro,Cedrela odorata ,6.2658634,-75.570027,1,148.7,,,,,148.7,17.0,8.0,16.5,12.3,Norte-sur
2387,URTICACEAE,Yarumo,Cecropia sp. ,6.2658687,-75.5700727,1,134.2,,,,,134.2,14.0,9.5,15.2,14.9,Norte-sur
